text,label
"have never seen such ignorant, illiterate pieces shit life. bring natl guard amp disperse this trash.",0
seeing ugly bitches get pregnant let us know nigga swill fuck anything pussy. alcohol no longer excuse. pressed,0
"fuckin moron, snortin oxycontin, wearin cotton, oxymoron, like buff faggots playin sissy dikes",1
baseball not same without yankees playoffs amp basketball not same without lakers em.,2
yankees beat then grapefruit league other day.,2
"shut yo beaner ass up spic hop your faggot ass back across border little nigga, go listen some pitbull",0
rt when see bae retweet mention some hoe,1
"charlie rangel some republicans believe slavery not over truth revolt bam, race card vote democrats out",2
"tegenwoordig weet je ook al niet wat voor vlees je eet,voor je t weet t zebra een aap",2
rt according this data bitch ass nigga,1
rt stopped caring about mcm when noticed dykes where getting chose before,0
shes cunt,0
2 good jeter hero yankees sendoff via,2
rt spiderman bitch highkey tho,1
charlie looking like one made 3.,2
amazing. know what they say about birds feather,2
rt proof thots retarded.,0
charlie ron constantly put out heat their entire careers,2
nigga know bitch,1
do think guinea pig okay?,2
your 2. 3. nigga them hoes suck wayans brothers not funny all jamie foxx should number 2,0
rt colombia supporter reminds us double bird universal language,2
rt yankee doodle had farm. cotton farm,2
inning half away alex rodriguez being eligible play. just thought. omg. feel ulcer.,2
am not nuttin but white trash party.,0
"sion faggot. very meh ganks pre6 post6 his ganks still pretty meh just tank, nothing special imo mao",0
"gotta like n twins, just chug all before everyone",2
rt bitch took flight,1
"pay yall niggas get lost, how much yall hoe niggas gunna cost",1
rt just roasted hoe,1
rt these bitches am not bitches,1
cannot fuck any ol bitch niggas desert dicks out here,0
shoulda coulda woulda ass niggah ima wish niggah would ona hood ass niggah,1
rt pussy,1
game winning hit thursday capped great career. guy 1st ballot hof. else.,2
pancakes trash,2
rt hoes hoes .,0
dont tell what do. fuck balls kike nigger cunt tits cocksucker chink spic piss bitch bastard pussy faggot.,0
hate used talk herhim nigga bitch like foh hater never talked u jus know em,1
not nappy head hoe though,1
rt proudly racist. u dumb nigger,0
rt girl tweeted might ghetto if u bring food outside into movies no u might stupid if u pay 4.99 fo,2
almost stepped bird running around floor ah they so creepy,2
answer snapchat faggot,0
bitches like niggas am not shit .. naw bitch maybe just am not shit,1
rt hate bitch constantly call herself ugly. shit so annoying man,1
"218 covington reads responses amp mocks fbi, andy real politics, liv her awakening, gretchen",2
winter up this bitch,1
these bitches both average. lmao baddie pretty girls like,1
hoe if crying because yo ass pregnant. all smiles while riding dick bitch.,0
rt better pray do not send your nudes out bitch,0
where fuck were this summer bitch?,1
she know im niggah,1
dj khaled retarded,1
"rt niggas fuck yah good , eat ya pussy then go home they bitch like am not shit happen",1
eye witness joel faggot,0
yea buddy rt lot nba trash talk going,2
yellow jackets gas station trash cans worst,2
lol bitches hella mad about they exs like why cannot friends forget about past,1
"rt couple , bs , cs , bad bitch double ds , popping es do not give f , told am g",1
rt what fuck this disgusting nigger movie captain phillips doing red carpet oscars what fuc,0
this nigga .. know damn well coon,0
ghettoblack,2
rt happy birthday faggot!,0
rt yankees have won four straight shane greene starts 7 9 speaks his stability season starters emergen,2
rt kid listened nas. showed new perspective coming ghetto like me. same pimp c,2
such retard hope get type 2 diabetes die sugar rush fucking faggot,0
overripe eggplants not good eats.,2
rt nigger,0
statement day ppl who rt even dumber than is. ole birds feather type deal.,2
"rt thanks being black, darth, now 17 years old kinky hentai son bitch",1
rt so if her legs dont rub together means her pwoosy trash? .. just heard this.,1
rt mfs still same spot 3yrs ago. beefing same nighas. sleeping same hoes. eating same restau,0
rt all see timeline ebola ebola ebola hate school ebola ebola some twitter hoes selfie ebola ebola pull out ga,1
bitch running hundred meter dash this niqqa whos actually taking his time walking amp u still get killed,1
if yer gonna continue contrarian bitch.. go die then. have no time such trifling!,0
bet think nochill savage huh. fucking faggot,0
nfc south trash juice,2
fuck her pussy fuck her mouth fuck her ass cause she nasty,0
night cap nonsense birds.!,2
hillbilly bonebobonebobone bone,2
good! shes ghetto thug! so fpd just arrested being street.,2
lil bitch but her ass move,1
photoset biggest pussy ive seen china.,1
wicked oreo,2
"sion faggot. very meh ganks pre6 post6 his ganks still pretty meh just tank, nothing special imo mao",0
leave dyke,0
"rt ugh, white trash.",1
every gook should deported killed.,0
had unfollow bitch .. thot bitch got fired sonicshe mustve tweeted,1
hitler did not finish it. can u. if nigger ur jew confronts u street what then.,0
am like rashad did her like when found out ghetto truth about newnew,1
"lynch mob thugs threaten zimmerman jury nggas coming bitch assjury hatred not stop flowing,,",0
thought she albino tho,2
"s favorite fucking jam! have not seen it, but judging there being little girl it, probably trash",1
got chunky marmalade today greatful customer service over past 2 yrs,2
rt who else hated this bitch nigga ??,0
talking angela hoe,1
rt pussy ass nigga,0
rt hick accent comes out when get around family,2
guys wanna skull fuck some clay birds this weeknd??,1
fucking gay faggot look gay ass pink shirt haha,0
damn hoe.. so ugly even hello kitty said goodbye.,0
bad bitch line tryna give brains,1
tell hating niggah stfu,0
rt all know hoe like this,1
jihadis identify man one who carried massive suicide bombing speicher camp,2
bad blood camp amp if bout bitch just know do not respect homie,1
rt hoes mad cause your nigga wanted over her,1
niggas deserve better bitches,0
"these sour apple bitter bitches, am not fuckin wit em",0
some hoes out here tonite amp got shawty wit,1
"hello, them bitches!! just want him keep them lies his self..",1
pnd jigga man.,2
why yall think ok faggots? want us cool them,0
"still free world bitch , do not deserve your 313 area code !",1
"text me, do not noisy hoes watching",1
still think snap chat faggots high schoolers,0
ios 8 autocorrect trash rt phone capitalizing dumbest things!,2
pussy causes wars.,1
lets fuck hawt bitches foam glow?,1
charlie ron constantly put out heat their entire careers,2
rt ma niggah func fuccked upp am here on!!,1
bae gettin her nips pierced,1
fake bitches..,1
never survive da colored hood,2
gtfoh u bitch ass ref,1
trash. am just gonna put phone down. goodnight,2
flights liberia should just rerouted ferguson.. 2 birds 1 stone.,2
watching nigger movie menace2society. trying learn more about enemy. good reconnaissance.,0
am about push this niggah off seat trying squish shit,1
think this nigga retarded g,0
yall coons n uncle toms,0
yo bitch ass needs boss fuck up.,0
rt charlie sheen engaged porn star mens tips sex toy adult toys,2
fuck faggot,0
pedro little bitch cause never dm me.,1
doctor tonight such miserable cunt. even nurse pissed off. shes been here since 7pm not come see once.,0
home chicken penne alfredo oreos banjo,2
rt pillow talking too yo hoe hating nigga fuck around loose ya hoe like,0
rt well play flappy bird now do not know why,2
should read suck bacon encrusted middle finger muslim twats,0
iont got no typebad bitches only thing like aye am just living life,1
am not fag. gtfo,0
"och hoe wonderbaarlijk dat jan het alweer met n marokkaanse bner aan de stok heeft. na fatima, lamyea, tofik, nu ook abdelka te min gevonden",2
rt told unfollow bitch but am not wanna listen barbie,1
"rt since 1914, derek jeters 91 multihit games vs 4th most among , behind gehrigs 121, ruths 99",2
would not know fag,0
sheehey back door cuts still go un guarded!,2
black queen dreading hairs.thank most high this moor queen asked for.i want better her,2
bitch hole never text back.. can guess who this is.. haha never text anyone back bad,1
rt rise planet apes,2
got toolbox hoe,1
whatever neymar trash,2
so much being team beat they trash,2
looks like fag his time line boring zz,0
rt lmaoo what bunch fags,0
check yer phone nigger,1
"im pretty sure shes bad bitch. other words, shawty dime.",1
do fucking dare faggot,1
"rt lmfaoo never dolo , dont got no niggas, amp old hoes fuck all them",0
"sion faggot. very meh ganks pre6 post6 his ganks still pretty meh just tank, nothing special imo mao",0
town . movie friends. stabbed nig 3 times got sent prison. justice?,0
conan obrien needs get life 80 million..monkey food maybe.,2
rt fox says cunt.,0
nicca swear can see madden lol,2
there other bad bitches,1
roid rage much faggot?,0
"faux noise pundits do not like duck molester, proslavery racist, homophobic teabagger darling phil robertson either",0
rt dc fri 13 bengali harlem amp lost histories south asian am readingconvo 14th st cc,2
rt omg seriously do bitches still love sosa??!?,1
"lololol rt freddy still have all birds, doppz still wet man, harry still parry, salting",2
im still going trick treating. thats free munchies bitch,1
waddup doe lil nicca,1
all okies trash.,2
rt fully support samesex marriage but never stop calling friends faggots,0
just wanna slap couple yall bitches,1
oh shut up faggot get disease overused twitter,0
there vending machine around this bitch im starvin,1
hoe some other shit bro rt 100x better rn nigga high,0
rt happy cunt bags,1
ayo twat boy gotta new phone give yo jack now,1
rt aye bitch,1
kick dem fucc niccas out da spot,0
love this ho,1
rt prolly ate ur dad..he hates ok dad rt these bitches really sons tho lmaoo,1
"nah nicca! wth cheese fries?! rt get one, bring barber sshop 11 please",1
